away_moneyline,home_moneyline,spread_line,home_spread_odds,total_line,temp,home_DVOA_Rank,home_DVOA,away_DVOA_Rank,away_DVOA,home_win
361,-420,9.5,-107,49.5,52,6,0.23,23,-0.13,0
-225,201,-5.5,-110,50.5,70,25,-0.15,4,0.26,0
385,-450,10.0,-108,50.5,37,7,0.2,24,-0.14,1
108,-119,2.0,100,43.0,41,16,-0.01,26,-0.16,0
385,-450,10.0,-105,46.5,70,2,0.3,11,0.06,1
-430,369,-10.5,-118,42.0,65,18,-0.04,1,0.39,0
322,-370,8.5,-109,45.5,63,4,0.26,22,-0.12,1
186,-208,4.0,-109,42.5,62,19,-0.07,16,-0.01,0
-103,-107,1.0,100,49.0,63,3,0.27,7,0.2,0
119,-131,2.5,-107,43.0,63,30,-0.24,32,-0.28,1
102,-113,1.0,-106,45.5,79,27,-0.17,24,-0.14,1
483,-580,11.5,-111,42.0,61,5,0.26,28,-0.17,1
297,-340,8.0,102,43.0,67,9,0.12,31,-0.28,1
102,-113,1.0,-107,48.0,66,23,-0.13,13,0.01,1
-155,140,-3.0,-105,41.5,70,14,0.01,12,0.05,1
220,-247,6.0,-108,52.0,81,21,-0.1,25,-0.15,0
235,-265,6.0,-108,43.0,45,8,0.17,15,-0.01,0
241,-272,6.0,-110,43.0,53,10,0.09,26,-0.16,1
-202,181,-4.0,-106,46.0,70,17,-0.02,6,0.23,0
-123,111,-2.5,-109,47.5,77,29,-0.21,20,-0.07,0
-105,-105,1.0,102,41.0,70,14,0.01,21,-0.1,1
-152,137,-3.0,-107,41.0,70,26,-0.16,9,0.12,0
-260,231,-6.5,-105,41.0,41,18,-0.04,5,0.26,0
120,-133,2.5,-105,42.0,70,24,-0.14,17,-0.02,0
113,-125,2.0,-107,47.5,65,27,-0.17,22,-0.12,0
176,-196,4.0,-105,43.5,36,11,0.06,19,-0.07,1
767,-1000,14.5,106,48.0,40,6,0.23,31,-0.28,1
-208,186,-4.5,-101,46.5,41,20,-0.07,4,0.26,0
-123,111,-2.5,-113,46.0,43,16,-0.01,13,0.01,1
-202,181,-4.0,-104,47.0,54,15,-0.01,10,0.09,0
767,-1000,14.5,-105,45.0,47,1,0.39,30,-0.24,1
301,-345,7.5,-107,45.5,41,7,0.2,8,0.17,1
-105,-105,1.0,103,46.5,61,28,-0.17,29,-0.21,1
-297,262,-7.0,-114,41.0,52,32,-0.28,3,0.27,0
-173,156,-3.5,-115,50.5,37,23,-0.13,2,0.3,0
112,-124,2.5,100,52.0,70,25,-0.15,12,0.05,0
181,-202,4.0,-105,45.0,47,15,-0.01,28,-0.17,1
171,-190,3.5,-109,48.0,52,23,-0.13,16,-0.01,0
-270,239,-7.0,-113,45.5,70,22,-0.12,4,0.26,1
-550,461,-11.0,-101,47.5,64,18,-0.04,7,0.2,1
231,-260,6.5,-103,42.0,39,13,0.01,26,-0.16,1
346,-400,8.5,-115,42.5,70,12,0.05,32,-0.28,1
461,-550,11.5,-107,42.5,36,5,0.26,30,-0.24,1
120,-133,2.5,-111,44.0,82,29,-0.21,24,-0.14,0
-134,121,-2.5,100,45.5,57,9,0.12,6,0.23,1
161,-179,3.0,-123,44.0,83,21,-0.1,19,-0.07,0
-170,153,-3.5,-123,39.0,73,31,-0.28,17,-0.02,0
118,-130,2.5,-107,52.5,70,25,-0.15,27,-0.17,1
221,-248,6.0,-108,50.0,70,2,0.3,10,0.09,1
480,-575,11.0,100,42.0,37,1,0.39,14,0.01,0
269,-305,7.0,100,44.5,13,11,0.06,20,-0.07,1
166,-185,3.5,-102,39.0,16,8,0.17,3,0.27,1
221,-248,6.0,-104,53.5,70,22,-0.12,25,-0.15,0
-145,131,-2.5,108,41.0,35,13,0.01,9,0.12,1
-124,112,-2.5,-107,45.0,31,19,-0.07,12,0.05,0
330,-380,10.0,111,40.5,35,3,0.27,18,-0.04,1
-600,498,-13.0,-114,47.0,34,30,-0.24,7,0.2,0
151,-167,3.0,-122,41.0,70,26,-0.16,16,-0.01,0
197,-220,5.0,-108,45.0,70,17,-0.02,27,-0.17,1
166,-185,3.5,-105,39.0,70,24,-0.14,31,-0.28,1
-380,330,-10.0,-115,46.5,80,29,-0.21,6,0.23,1
181,-202,4.0,-110,51.0,45,20,-0.07,23,-0.13,0
209,-234,6.0,-101,46.5,70,2,0.3,1,0.39,0
347,-402,10.0,107,44.0,54,4,0.26,21,-0.1,1
393,-460,10.0,-113,42.0,50,8,0.17,28,-0.17,1
256,-290,6.5,-106,43.5,37,5,0.26,15,-0.01,1
-162,146,-3.0,104,39.0,53,32,-0.28,14,0.01,1
133,-147,3.0,104,44.0,24,10,0.09,11,0.06,0
-143,129,-3.0,-120,39.5,70,17,-0.02,5,0.26,0
-119,108,-2.0,-110,46.0,51,3,0.27,7,0.2,0
-214,192,-4.0,102,40.0,-6,11,0.06,1,0.39,0
114,-126,2.0,-106,47.0,61,16,-0.01,10,0.09,0
231,-260,6.0,-105,44.0,38,6,0.23,5,0.26,1
244,-275,7.0,105,49.0,70,2,0.3,10,0.09,1
131,-145,2.5,-119,41.5,43,4,0.26,1,0.39,1
256,-290,7.0,-104,41.5,43,8,0.17,7,0.2,1
-128,116,-2.5,-105,45.0,46,8,0.17,6,0.23,1
154,-174,3.5,-115,47.0,39,4,0.26,2,0.3,1
-209,187,-4.5,100,43.0,76,8,0.17,4,0.26,1
-150,136,-3.0,-111,40.5,85,15,0.03,24,-0.06,1
120,-133,2.5,-108,46.5,70,3,0.24,22,-0.03,0
151,-167,3.0,-116,44.5,84,12,0.07,19,-0.01,1
210,-235,5.5,-103,43.0,70,28,-0.2,25,-0.09,1
-179,161,-3.5,-110,47.0,90,27,-0.12,7,0.11,0
244,-275,6.5,-105,45.5,74,5,0.14,21,-0.02,1
133,-147,2.5,-123,50.0,70,16,0.02,10,0.08,0
106,-117,1.0,-110,42.0,79,32,-0.35,14,0.03,0
162,-180,3.5,-105,41.0,85,6,0.13,31,-0.33,1
-127,115,-2.5,-110,40.0,76,17,0.02,18,0.01,0
423,-500,10.5,-100,43.5,61,11,0.08,20,-0.01,1
102,-113,1.0,-105,47.5,70,2,0.24,8,0.09,0
131,-145,2.5,-118,51.5,70,23,-0.06,26,-0.11,0
330,-380,9.0,-107,44.5,70,13,0.05,1,0.25,0
-134,121,-2.5,-100,49.0,79,9,0.09,4,0.16,0
-126,114,-2.5,-107,44.0,66,29,-0.22,30,-0.3,1
113,-125,1.5,-110,40.5,60,19,-0.01,32,-0.35,0
289,-330,7.5,108,49.5,70,13,0.05,22,-0.03,1
447,-550,12.0,-101,44.5,82,24,-0.06,29,-0.22,1
-190,171,-4.0,-113,42.0,74,31,-0.33,12,0.07,0
231,-260,6.0,-108,48.0,70,26,-0.11,17,0.02,0
-107,-103,-1.0,-110,41.5,70,28,-0.2,5,0.14,1
205,-230,5.5,-102,42.0,79,1,0.25,20,-0.01,1
171,-190,3.5,-109,54.0,80,8,0.09,16,0.02,1
146,-162,3.0,-107,48.0,72,4,0.16,14,0.03,1
166,-185,3.5,-102,47.0,81,9,0.09,2,0.24,0
-235,210,-5.5,-107,38.0,88,30,-0.3,11,0.08,1
200,-224,5.0,-105,47.0,85,15,0.03,23,-0.06,1
175,-195,4.0,-106,47.5,79,10,0.08,3,0.24,0
131,-145,3.0,104,47.5,82,21,-0.02,27,-0.12,1
-119,108,-1.5,-103,43.0,70,18,0.01,7,0.11,1
144,-160,3.0,-110,42.5,84,25,-0.09,6,0.13,0
106,-117,1.0,-111,38.5,68,1,0.25,28,-0.2,1
-218,195,-5.0,-106,48.0,64,19,-0.01,13,0.05,1
231,-260,6.0,-102,43.0,80,24,-0.06,18,0.01,0
165,-183,3.5,-101,42.0,81,14,0.03,15,0.03,0
231,-260,6.0,-108,47.5,72,7,0.11,26,-0.11,1
-115,104,-1.0,-101,45.0,88,27,-0.12,12,0.07,0
361,-420,10.0,-105,42.0,86,20,-0.01,31,-0.33,1
157,-174,3.5,102,47.0,67,8,0.09,9,0.09,0
-120,109,-1.5,-103,47.0,89,17,0.02,10,0.08,0
391,-458,10.5,-101,42.0,66,11,0.08,29,-0.22,1
156,-173,3.5,-107,40.5,91,22,-0.03,30,-0.3,0
115,-127,1.5,-113,51.5,70,23,-0.06,21,-0.02,1
150,-166,3.0,-117,44.5,65,5,0.14,32,-0.35,1
-190,171,-3.5,-105,46.5,73,6,0.13,4,0.16,1
231,-260,6.5,-103,45.0,70,2,0.24,25,-0.09,1
142,-157,2.5,-127,54.0,70,16,0.02,3,0.24,0
297,-340,7.5,102,46.0,62,14,0.03,20,-0.01,1
-104,-106,1.0,102,48.0,59,27,-0.12,23,-0.06,1
-138,125,-2.5,103,48.5,70,3,0.24,24,-0.06,1
166,-185,3.5,-100,45.0,65,12,0.07,10,0.08,0
-177,159,-3.0,112,48.0,62,25,-0.09,26,-0.11,1
176,-196,4.0,-105,40.0,70,28,-0.2,17,0.02,1
153,-170,3.5,104,41.0,56,1,0.25,19,-0.01,0
-113,102,-1.0,-105,40.0,61,32,-0.35,11,0.08,0
297,-340,7.5,-110,48.0,67,9,0.09,31,-0.33,1
-173,156,-3.5,-113,43.0,88,22,-0.03,15,0.03,0
357,-414,10.0,103,43.5,70,13,0.05,30,-0.3,0
176,-196,4.0,-108,54.0,74,21,-0.02,16,0.02,0
-123,111,-1.0,105,44.0,68,29,-0.22,2,0.24,0
159,-177,3.0,-123,48.0,59,4,0.16,5,0.14,1
175,-195,3.5,-113,42.5,70,18,0.01,8,0.09,1
-188,169,-3.5,-104,42.5,75,29,-0.22,13,0.05,0
175,-195,4.0,-102,44.5,62,12,0.07,9,0.09,0
-450,385,-10.0,-110,47.5,58,31,-0.33,1,0.25,0
-185,166,-3.5,-108,46.0,70,26,-0.11,6,0.13,1
181,-202,4.0,-105,47.5,70,23,-0.06,25,-0.09,1
121,-134,2.5,-108,44.5,88,20,-0.01,17,0.02,0
222,-250,6.0,-105,39.0,70,18,0.01,28,-0.2,1
338,-390,10.0,111,50.0,57,4,0.16,32,-0.35,1
175,-195,3.5,-113,44.5,72,15,0.03,3,0.24,0
-127,115,-2.5,-106,46.0,70,2,0.24,14,0.03,1
-128,116,-2.5,-105,41.5,91,30,-0.3,19,-0.01,0
166,-185,3.5,-109,50.5,75,10,0.08,21,-0.02,1
271,-308,7.0,-100,49.0,49,7,0.11,8,0.09,1
217,-244,6.0,-103,46.5,66,24,-0.06,22,-0.03,0
-150,136,-3.0,-110,44.0,70,21,-0.02,15,0.03,1
269,-305,7.5,102,44.0,72,19,-0.01,29,-0.22,1
126,-139,2.5,-117,46.0,69,25,-0.09,27,-0.12,0
131,-145,2.5,-123,44.0,70,26,-0.11,30,-0.3,1
-305,269,-7.5,-117,49.5,81,20,-0.01,4,0.16,1
293,-335,7.5,106,48.5,66,1,0.25,14,0.03,1
-139,126,-2.5,106,53.5,70,16,0.02,24,-0.06,1
171,-190,3.5,-113,42.5,66,8,0.09,12,0.07,1
285,-325,7.5,-102,45.0,75,17,0.02,31,-0.33,1
-150,136,-3.0,-109,45.0,69,9,0.09,6,0.13,1
-123,111,-1.0,104,46.5,61,10,0.08,5,0.14,0
211,-237,5.0,-108,47.0,69,7,0.11,2,0.24,0
266,-302,7.0,-103,45.5,54,11,0.08,3,0.24,1
144,-160,3.0,-110,47.5,70,28,-0.2,23,-0.06,1
305,-350,7.5,-108,46.0,70,13,0.05,32,-0.35,1
293,-335,7.5,106,46.5,47,7,0.11,25,-0.09,1
-145,131,-3.0,-115,44.5,55,30,-0.3,8,0.09,0
480,-575,11.5,-105,46.5,65,14,0.03,31,-0.33,1
-105,-105,-1.0,-111,50.0,70,26,-0.11,9,0.09,1
111,-123,1.5,-110,47.5,70,27,-0.12,10,0.08,0
218,-245,6.0,-103,51.0,68,5,0.14,16,0.02,1
-134,121,-2.5,-101,46.0,81,20,-0.01,19,-0.01,1
111,-123,2.0,-107,40.5,58,32,-0.35,12,0.07,1
-128,116,-2.5,-102,39.0,62,6,0.13,18,0.01,1
175,-195,4.0,-106,48.5,68,17,0.02,23,-0.06,0
186,-208,4.5,-107,52.5,70,3,0.24,21,-0.02,0
104,-115,1.0,-107,45.0,68,29,-0.22,22,-0.03,0
-295,260,-7.5,-123,49.0,63,4,0.16,1,0.25,0
334,-385,8.5,-103,40.0,71,15,0.03,28,-0.2,1
130,-144,3.0,107,43.5,71,17,0.02,27,-0.12,1
-235,210,-5.5,-105,48.0,49,19,-0.01,1,0.25,0
121,-134,2.5,-110,45.5,85,24,-0.06,13,0.05,1
-134,121,-2.5,-100,45.5,53,31,-0.33,32,-0.35,0
-101,-109,1.0,-101,46.5,70,28,-0.2,26,-0.11,1
-139,126,-3.0,-119,50.5,70,23,-0.06,5,0.14,0
-105,-105,-1.0,-113,50.0,70,16,0.02,11,0.08,1
106,-117,1.0,-110,48.0,86,22,-0.03,10,0.08,0
159,-177,3.5,102,43.0,76,15,0.03,21,-0.02,1
139,-154,3.0,-104,51.0,70,3,0.24,7,0.11,1
201,-225,5.0,-108,44.0,70,2,0.24,6,0.13,1
-230,205,-5.5,-106,39.5,58,25,-0.09,18,0.01,1
-205,184,-4.5,-107,49.0,76,22,-0.03,3,0.24,0
-155,140,-3.5,-133,46.0,65,12,0.07,4,0.16,1
-289,255,-7.0,-110,49.0,58,31,-0.33,2,0.24,0
264,-300,7.0,106,42.5,62,5,0.14,27,-0.12,1
171,-190,3.5,-110,45.0,80,20,-0.01,32,-0.35,1
174,-194,4.0,-100,42.5,70,18,0.01,26,-0.11,0
135,-149,3.0,-100,42.5,56,8,0.09,6,0.13,1
-140,127,-3.0,-119,44.5,75,30,-0.3,24,-0.06,0
-212,190,-5.0,-107,53.0,70,29,-0.22,16,0.02,0
297,-340,7.5,-103,52.0,68,7,0.11,23,-0.06,0
161,-179,3.5,-103,47.5,76,21,-0.02,17,0.02,1
-108,-102,1.0,104,44.5,65,10,0.08,15,0.03,1
197,-220,5.5,-100,43.5,61,11,0.08,19,-0.01,1
301,-345,7.5,-100,44.0,54,12,0.07,31,-0.33,1
153,-170,3.0,-123,44.0,45,24,-0.06,5,0.14,0
141,-156,3.0,-108,42.0,69,27,-0.12,28,-0.2,0
136,-150,3.0,-100,50.0,70,16,0.02,15,0.03,0
-115,104,-1.0,-102,39.0,62,32,-0.35,30,-0.3,0
111,-123,2.0,-105,48.5,58,6,0.13,3,0.24,1
-145,131,-2.5,106,45.0,81,22,-0.03,25,-0.09,1
-140,127,-3.0,-117,48.5,56,17,0.02,7,0.11,1
131,-145,2.5,-117,42.0,58,9,0.09,18,0.01,1
178,-198,4.0,-100,48.5,85,21,-0.02,20,-0.01,0
671,-850,14.0,-105,46.5,70,13,0.05,29,-0.22,1
156,-173,3.0,-123,50.5,56,4,0.16,2,0.24,0
273,-310,7.5,102,49.5,43,1,0.25,11,0.08,0
-113,102,-1.0,-105,49.5,56,8,0.09,14,0.03,1
166,-184,3.5,-104,52.5,63,24,-0.06,16,0.02,1
123,-136,2.5,-110,48.0,36,14,0.03,19,-0.01,0
-309,272,-8.0,-119,45.5,36,31,-0.33,4,0.16,0
264,-300,7.0,-108,44.5,70,2,0.24,12,0.07,1
205,-230,5.5,102,47.0,70,26,-0.11,27,-0.12,1
127,-140,3.0,111,53.5,70,23,-0.06,17,0.02,1
256,-290,7.0,106,45.0,46,5,0.14,22,-0.03,0
113,-125,2.0,-102,39.5,70,18,0.01,13,0.05,1
250,-283,7.0,-100,41.5,41,8,0.09,25,-0.09,1
-103,-107,1.0,101,39.0,63,30,-0.3,20,-0.01,0
235,-265,6.5,-110,43.0,54,11,0.08,6,0.13,1
-500,423,-10.5,-110,51.5,64,29,-0.22,1,0.25,0
120,-133,2.5,-110,48.5,38,9,0.09,7,0.11,1
225,-253,6.5,-106,45.5,63,10,0.08,28,-0.2,1
108,-119,2.0,-102,42.0,70,26,-0.11,18,0.01,1
206,-231,5.5,-105,53.0,70,2,0.24,9,0.09,1
-400,346,-8.0,-109,50.0,70,23,-0.06,4,0.16,0
168,-187,3.5,-107,49.0,70,3,0.24,13,0.05,1
166,-185,3.5,-105,42.0,50,12,0.07,14,0.03,1
305,-350,8.5,102,43.5,42,19,-0.01,27,-0.12,1
-250,222,-6.5,106,41.5,40,25,-0.09,17,0.02,0
-267,237,-6.5,-105,47.0,48,31,-0.33,8,0.09,0
-128,116,-2.5,-105,45.5,70,28,-0.2,21,-0.02,0
273,-310,7.0,-105,44.5,79,20,-0.01,29,-0.22,1
289,-330,7.5,102,46.0,70,16,0.02,30,-0.3,1
-220,197,-5.0,-110,46.0,81,22,-0.03,11,0.08,1
-420,361,-9.0,-110,48.0,47,32,-0.35,1,0.25,0
148,-164,3.5,111,48.5,59,10,0.08,24,-0.06,1
161,-179,3.5,102,40.0,44,15,0.03,5,0.14,0
176,-196,4.0,-105,47.0,47,6,0.13,7,0.11,0
-153,138,-3.0,-110,43.5,70,18,0.01,2,0.24,0
186,-208,5.0,-106,50.0,70,3,0.24,5,0.14,0
166,-185,3.5,102,41.5,47,12,0.07,20,-0.01,1
-118,107,0.0,102,44.0,33,25,-0.09,29,-0.22,1
107,-118,1.0,-110,42.0,42,14,0.03,6,0.13,1
274,-312,7.0,-104,44.5,32,7,0.11,28,-0.2,1
-178,160,-3.5,-108,39.0,70,27,-0.12,15,0.03,0
604,-750,13.0,-108,44.5,39,1,0.25,30,-0.3,1
251,-284,6.5,-108,53.0,70,16,0.02,26,-0.11,0
136,-150,3.0,104,48.5,59,10,0.08,19,-0.01,1
120,-133,2.5,-109,48.5,70,13,0.05,9,0.09,1
277,-315,7.0,-105,49.5,43,4,0.16,8,0.09,1
166,-185,3.5,102,49.0,72,21,-0.02,22,-0.03,0
334,-385,8.5,-115,44.0,37,11,0.08,24,-0.06,1
111,-123,1.0,-113,48.5,45,32,-0.35,23,-0.06,0
179,-199,3.5,-114,46.0,21,5,0.14,10,0.08,1
-115,104,-1.0,-102,45.5,27,19,-0.01,4,0.16,0
102,-112,1.0,-105,48.5,37,24,-0.06,21,-0.02,1
-188,169,-4.0,-113,42.0,28,31,-0.33,14,0.03,0
276,-314,7.5,111,42.0,70,26,-0.11,25,-0.09,1
239,-270,6.5,-103,47.5,70,23,-0.06,28,-0.2,0
-170,153,-3.0,109,38.0,71,27,-0.12,18,0.01,0
-123,111,-2.0,-105,44.0,77,20,-0.01,13,0.05,1
-120,109,-1.5,-102,48.5,35,6,0.13,9,0.09,0
116,-128,2.0,-110,44.0,50,17,0.02,15,0.03,1
132,-146,3.0,106,42.5,54,29,-0.22,32,-0.35,0
-145,131,-3.0,-115,47.0,26,7,0.11,11,0.08,1
-208,186,-4.5,-110,44.0,65,30,-0.3,3,0.24,0
116,-128,2.0,-110,52.0,79,22,-0.03,16,0.02,1
-185,166,-3.5,-103,47.0,32,8,0.09,2,0.24,1
221,-248,6.0,-100,45.5,31,1,0.25,12,0.07,1
828,-1100,15.0,-117,39.5,36,11,0.08,30,-0.3,1
-145,131,-2.5,105,40.0,35,32,-0.35,20,-0.01,0
201,-225,5.0,-105,41.0,62,12,0.07,6,0.13,1
397,-465,10.5,-103,43.5,26,19,-0.01,31,-0.33,1
-225,201,-4.5,104,40.0,11,25,-0.09,7,0.11,0
-155,140,-3.0,-110,45.5,24,14,0.03,4,0.16,0
166,-185,3.5,-108,39.5,70,28,-0.2,27,-0.12,1
216,-242,6.0,-102,43.0,1,5,0.14,17,0.02,0
213,-239,5.0,-108,44.5,70,18,0.01,23,-0.06,0
176,-196,4.0,-105,42.5,55,8,0.09,26,-0.11,1
139,-154,3.0,-105,48.5,70,13,0.05,16,0.02,0
704,-900,13.5,-110,51.5,70,3,0.24,29,-0.22,1
-150,136,-3.0,-113,43.5,18,15,0.03,1,0.25,0
-128,116,-2.5,-106,49.5,62,21,-0.02,10,0.08,0
260,-295,7.0,102,47.5,70,2,0.24,22,-0.03,1
261,-296,7.0,-101,50.5,32,9,0.09,24,-0.06,0
114,-126,2.0,-104,42.5,40,6,0.13,8,0.09,1
197,-220,4.5,-108,44.5,38,19,-0.01,20,-0.01,0
-150,136,-3.0,-107,48.5,56,24,-0.06,3,0.24,0
-155,140,-3.0,-108,49.0,37,25,-0.09,9,0.09,0
-199,179,-4.5,-107,45.0,38,31,-0.33,21,-0.02,1
235,-265,6.0,-105,44.5,37,7,0.11,18,0.01,1
-195,175,-4.0,-105,44.0,67,27,-0.12,17,0.02,1
1051,-1500,17.0,-105,45.0,40,1,0.25,32,-0.35,1
157,-174,3.5,-102,52.0,50,10,0.08,23,-0.06,1
225,-253,6.0,-113,39.5,59,30,-0.3,29,-0.22,0
153,-170,3.0,-117,53.0,70,16,0.02,22,-0.03,1
330,-380,9.0,102,43.5,39,11,0.08,13,0.05,0
139,-154,3.0,-100,41.5,70,28,-0.2,14,0.03,1
222,-250,5.5,-107,46.5,41,4,0.16,12,0.07,1
171,-190,3.5,-108,38.5,53,5,0.14,15,0.03,1
248,-280,6.5,-114,47.0,70,2,0.24,26,-0.11,1
-138,125,-2.5,102,40.5,40,14,0.03,12,0.07,1
222,-250,5.5,-107,48.5,70,23,-0.06,27,-0.12,1
-372,323,-7.5,102,47.0,80,20,-0.01,1,0.25,0
227,-255,6.0,-114,44.0,70,18,0.01,25,-0.09,1
-190,171,-3.5,-102,43.0,42,32,-0.35,19,-0.01,1
218,-245,6.5,103,44.0,50,6,0.13,2,0.24,1
171,-190,3.5,-110,41.5,41,4,0.16,31,-0.33,1
171,-190,3.5,-110,44.5,81,22,-0.03,24,-0.06,1
148,-164,3.0,-114,41.5,52,17,0.02,28,-0.2,1
305,-350,7.5,-103,58.5,70,3,0.24,16,0.02,1
107,-118,1.0,-114,40.0,45,15,0.03,10,0.08,1
-285,252,-7.0,-113,39.0,59,30,-0.3,13,0.05,0
-235,210,-5.5,-103,45.0,59,21,-0.02,5,0.14,0
-500,423,-11.5,-113,44.5,54,29,-0.22,11,0.08,0
369,-430,10.0,-110,47.5,53,9,0.09,8,0.09,0
-190,171,-3.5,-102,50.0,70,26,-0.11,7,0.11,0
186,-208,4.0,-102,37.5,70,28,-0.2,10,0.08,1
338,-390,8.0,-103,45.5,38,11,0.08,26,-0.11,1
500,-603,11.0,-105,47.5,17,4,0.16,20,-0.01,1
188,-210,5.0,-102,46.5,14,7,0.11,8,0.09,1
241,-272,6.5,-108,51.0,70,3,0.24,11,0.08,1
887,-1200,16.0,-110,44.0,28,1,0.25,28,-0.2,1
206,-231,5.5,-108,52.5,70,2,0.24,7,0.11,0
126,-139,2.5,-113,45.5,33,5,0.14,4,0.16,0
221,-248,6.5,-108,59.5,70,3,0.24,7,0.11,1
195,-218,5.5,-100,49.5,41,1,0.25,4,0.16,1
-139,126,-3.0,-120,57.0,70,3,0.24,1,0.25,0
378,-441,8.0,-114,47.5,63,6,0.22,10,0.11,0
297,-340,7.0,-123,42.0,65,22,-0.11,27,-0.19,1
-277,245,-6.5,-103,48.0,64,25,-0.17,14,0.05,0
127,-140,2.5,-114,41.5,68,24,-0.14,7,0.18,0
-450,385,-10.0,-108,47.0,63,32,-0.29,4,0.26,0
-117,106,-2.5,-117,48.5,70,12,0.09,19,-0.08,1
201,-225,5.5,-105,38.0,70,26,-0.18,8,0.14,0
121,-134,2.5,-113,49.5,72,18,-0.06,20,-0.09,0
-125,113,-2.0,-105,49.5,67,16,-0.03,5,0.24,0
166,-185,3.5,-108,41.5,90,3,0.28,30,-0.24,1
121,-134,2.5,-110,49.5,71,17,-0.05,15,0.02,1
-225,201,-4.5,-103,45.5,87,21,-0.09,9,0.13,0
221,-248,6.0,-105,46.5,70,11,0.09,31,-0.25,1
155,-172,3.0,-116,47.5,70,2,0.29,1,0.35,1
131,-145,3.0,104,41.5,73,29,-0.22,13,0.07,1
211,-236,5.5,-105,38.0,69,24,-0.14,26,-0.18,0
281,-320,7.5,104,39.5,80,7,0.18,32,-0.29,1
248,-280,6.5,-106,43.0,83,9,0.13,22,-0.11,1
-285,252,-7.0,-117,44.0,70,30,-0.24,19,-0.08,0
-113,102,-1.0,-104,42.0,84,8,0.14,18,-0.06,0
179,-199,4.0,-105,46.5,68,10,0.11,5,0.24,1
-220,197,-5.5,-114,55.0,70,1,0.35,6,0.22,0
330,-380,8.5,-106,43.0,78,4,0.26,2,0.29,1
270,-307,7.0,-110,44.0,88,23,-0.12,25,-0.17,1
166,-185,3.5,-105,46.5,71,13,0.07,28,-0.22,0
671,-850,14.0,-110,44.0,70,20,-0.09,27,-0.19,1
-128,116,-2.5,-110,44.0,72,29,-0.22,11,0.09,1
136,-150,3.0,-104,45.5,74,3,0.28,16,-0.03,0
638,-800,13.5,-100,42.0,65,15,0.02,21,-0.09,1
159,-177,3.5,-100,55.0,70,14,0.05,17,-0.05,1
151,-167,3.0,-118,42.0,72,31,-0.25,12,0.09,0
-140,127,-3.0,-117,40.5,68,21,-0.09,3,0.28,0
-180,162,-3.5,-108,40.0,83,22,-0.11,29,-0.22,1
216,-242,5.5,-110,46.5,82,9,0.13,1,0.35,0
-300,264,-7.0,-117,43.5,89,25,-0.17,4,0.26,1
-167,151,-3.0,105,51.0,70,12,0.09,14,0.05,0
105,-116,1.0,-110,42.0,70,30,-0.24,32,-0.29,1
-104,-106,0.0,-110,41.0,70,2,0.29,23,-0.12,1
761,-990,13.5,100,44.5,84,6,0.22,26,-0.18,1
-224,200,-5.5,-107,43.0,88,27,-0.19,28,-0.22,1
205,-230,5.0,-106,42.0,89,5,0.24,31,-0.25,1
118,-130,2.0,-116,42.0,88,18,-0.06,15,0.02,1
293,-335,7.0,-106,47.5,89,17,-0.05,24,-0.14,1
-145,131,-3.0,-118,47.5,84,13,0.07,10,0.11,0
-185,166,-3.5,-107,53.0,76,16,-0.03,20,-0.09,1
-162,146,-3.0,-100,38.0,70,8,0.14,7,0.18,1
-151,137,-3.0,-115,46.5,70,19,-0.08,11,0.09,0
330,-380,8.0,-105,48.0,70,14,0.05,22,-0.11,0
-185,166,-3.5,-110,42.0,64,7,0.18,4,0.26,0
-164,148,-3.0,104,41.5,63,32,-0.29,24,-0.14,0
211,-237,5.0,-105,51.0,70,11,0.09,3,0.28,0
-139,126,-2.5,102,43.0,70,26,-0.18,18,-0.06,1
140,-155,2.5,-127,43.0,70,2,0.29,12,0.09,0
385,-450,9.0,-100,48.0,61,6,0.22,9,0.13,0
-195,175,-4.0,-110,38.5,64,27,-0.19,8,0.14,1
235,-265,6.5,-106,43.0,70,19,-0.08,21,-0.09,1
106,-117,1.5,-105,48.0,72,13,0.07,5,0.24,0
126,-139,2.5,-107,46.0,91,23,-0.12,31,-0.25,1
166,-185,3.5,-108,44.0,72,29,-0.22,20,-0.09,1
604,-750,12.5,-100,41.5,61,15,0.02,30,-0.24,1
-196,176,-4.0,-104,51.5,63,28,-0.22,1,0.35,0
239,-269,6.5,-100,48.0,82,10,0.11,16,-0.03,1
-180,162,-3.5,-110,54.5,76,23,-0.12,6,0.22,0
136,-150,3.0,-102,39.0,63,24,-0.14,22,-0.11,1
-122,111,-1.5,-103,41.5,67,32,-0.29,27,-0.19,0
118,-130,2.0,-105,42.0,70,12,0.09,9,0.13,0
-104,-106,-1.0,-113,43.5,70,30,-0.24,21,-0.09,1
102,-113,0.0,-110,41.5,89,28,-0.22,18,-0.06,1
144,-160,3.0,-106,45.5,76,31,-0.25,13,0.07,0
226,-254,6.0,-110,45.0,77,5,0.24,19,-0.08,1
289,-330,7.5,111,41.0,73,4,0.26,8,0.14,0
120,-133,2.0,-113,46.5,78,3,0.28,15,0.02,0
140,-155,3.0,-105,40.5,72,20,-0.09,7,0.18,0
126,-139,2.5,-115,52.0,70,11,0.09,17,-0.05,0
-128,116,-2.0,-101,45.0,70,26,-0.18,10,0.11,0
-177,159,-3.5,-114,41.0,70,25,-0.17,2,0.29,0
